,Date.Stamped,Registrant.Name,Registration.Number,Document.Type,Short.Form.Name,Foreign.Principal.Name,Foreign.Principal.Country,url,filename
1063,5/22/2019,"Myriad International Marketing, LLC",6549,Short-Form,"Simpson, Crystalyn", , ,https://efile.fara.gov/docs/6549-Short-Form-20190522-96.pdf,6549-Short-Form-20190522-96.pdf
1064,5/22/2019,"Myriad International Marketing, LLC",6549,Short-Form,"Vaught, Christy", , ,https://efile.fara.gov/docs/6549-Short-Form-20190522-94.pdf,6549-Short-Form-20190522-94.pdf
1065,5/22/2019,"Myriad International Marketing, LLC",6549,Short-Form,"Yang, Erin", , ,https://efile.fara.gov/docs/6549-Short-Form-20190522-98.pdf,6549-Short-Form-20190522-98.pdf
1066,5/22/2019,"Myriad International Marketing, LLC",6549,Supplemental Statement, , , ,https://efile.fara.gov/docs/6549-Supplemental-Statement-20190522-3.pdf,6549-Supplemental-Statement-20190522-3.pdf
1067,12/18/2018,"Myriad International Marketing, LLC",6549,Short-Form,"Harbaugh, Allison", , ,https://efile.fara.gov/docs/6549-Short-Form-20181218-38.pdf,6549-Short-Form-20181218-38.pdf
1068,12/18/2018,"Myriad International Marketing, LLC",6549,Short-Form,"Koehly, Chelsea", , ,https://efile.fara.gov/docs/6549-Short-Form-20181218-44.pdf,6549-Short-Form-20181218-44.pdf
1069,12/18/2018,"Myriad International Marketing, LLC",6549,Short-Form,"Luca, Friederike", , ,https://efile.fara.gov/docs/6549-Short-Form-20181218-52.pdf,6549-Short-Form-20181218-52.pdf
1070,12/18/2018,"Myriad International Marketing, LLC",6549,Short-Form,"Lusher, Jaime", , ,https://efile.fara.gov/docs/6549-Short-Form-20181218-54.pdf,6549-Short-Form-20181218-54.pdf
1071,12/18/2018,"Myriad International Marketing, LLC",6549,Short-Form,"Michaud, Stephanie", , ,https://efile.fara.gov/docs/6549-Short-Form-20181218-68.pdf,6549-Short-Form-20181218-68.pdf
1072,12/18/2018,"Myriad International Marketing, LLC",6549,Short-Form,"Segre-Lawrence, Elizabeth", , ,https://efile.fara.gov/docs/6549-Short-Form-20181218-46.pdf,6549-Short-Form-20181218-46.pdf
1073,12/18/2018,"Myriad International Marketing, LLC",6549,Short-Form,"Simpson, Crystalyn", , ,https://efile.fara.gov/docs/6549-Short-Form-20181218-48.pdf,6549-Short-Form-20181218-48.pdf
1074,12/18/2018,"Myriad International Marketing, LLC",6549,Short-Form,"Steinke, William", , ,https://efile.fara.gov/docs/6549-Short-Form-20181218-74.pdf,6549-Short-Form-20181218-74.pdf
1075,12/18/2018,"Myriad International Marketing, LLC",6549,Short-Form,"Whitley, Alexis", , ,https://efile.fara.gov/docs/6549-Short-Form-20181218-78.pdf,6549-Short-Form-20181218-78.pdf
1076,12/18/2018,"Myriad International Marketing, LLC",6549,Supplemental Statement, , , ,https://efile.fara.gov/docs/6549-Supplemental-Statement-20181218-1.pdf,6549-Supplemental-Statement-20181218-1.pdf
1077,12/18/2018,"Myriad International Marketing, LLC",6549,Amendment, , , ,https://efile.fara.gov/docs/6549-Amendment-20181218-2.pdf,6549-Amendment-20181218-2.pdf
1081,12/18/2018,"Myriad International Marketing, LLC",6549,Short-Form,"Averay-Cuesta, Julie", , ,https://efile.fara.gov/docs/6549-Short-Form-20181218-58.pdf,6549-Short-Form-20181218-58.pdf
1082,12/18/2018,"Myriad International Marketing, LLC",6549,Short-Form,"Belcher, Carolin", , ,https://efile.fara.gov/docs/6549-Short-Form-20181218-42.pdf,6549-Short-Form-20181218-42.pdf
1083,12/18/2018,"Myriad International Marketing, LLC",6549,Short-Form,"Contreras, Susana Iakovliev", , ,https://efile.fara.gov/docs/6549-Short-Form-20181218-70.pdf,6549-Short-Form-20181218-70.pdf
1084,12/18/2018,"Myriad International Marketing, LLC",6549,Short-Form,"Cyrille, Laura", , ,https://efile.fara.gov/docs/6549-Short-Form-20181218-60.pdf,6549-Short-Form-20181218-60.pdf
1085,12/18/2018,"Myriad International Marketing, LLC",6549,Short-Form,"DeMirci, Walter", , ,https://efile.fara.gov/docs/6549-Short-Form-20181218-72.pdf,6549-Short-Form-20181218-72.pdf
1086,12/18/2018,"Myriad International Marketing, LLC",6549,Short-Form,"Diaz, Eva", , ,https://efile.fara.gov/docs/6549-Short-Form-20181218-50.pdf,6549-Short-Form-20181218-50.pdf
1087,12/18/2018,"Myriad International Marketing, LLC",6549,Short-Form,"Dixon, Lucy", , ,https://efile.fara.gov/docs/6549-Short-Form-20181218-64.pdf,6549-Short-Form-20181218-64.pdf
1088,12/18/2018,"Myriad International Marketing, LLC",6549,Short-Form,"Garcia-Maynard, Ashley", , ,https://efile.fara.gov/docs/6549-Short-Form-20181218-40.pdf,6549-Short-Form-20181218-40.pdf
1089,12/18/2018,"Myriad International Marketing, LLC",6549,Short-Form,"Goger, Jennifer", , ,https://efile.fara.gov/docs/6549-Short-Form-20181218-56.pdf,6549-Short-Form-20181218-56.pdf
1090,12/18/2018,"Myriad International Marketing, LLC",6549,Short-Form,"Gunn, Lauren", , ,https://efile.fara.gov/docs/6549-Short-Form-20181218-82.pdf,6549-Short-Form-20181218-82.pdf
1091,12/18/2018,"Myriad International Marketing, LLC",6549,Short-Form,"Hamilton, Mycah", , ,https://efile.fara.gov/docs/6549-Short-Form-20181218-80.pdf,6549-Short-Form-20181218-80.pdf
1095,6/1/2018,Myriad Creative,6549,Exhibit C, , , ,https://efile.fara.gov/docs/6549-Exhibit-C-20180601-2.pdf,6549-Exhibit-C-20180601-2.pdf
1102,6/1/2018,Myriad Creative,6549,Amendment, , , ,https://efile.fara.gov/docs/6549-Amendment-20180601-1.pdf,6549-Amendment-20180601-1.pdf
1108,4/30/2018,Myriad Creative,6549,Exhibit C, , , ,https://efile.fara.gov/docs/6549-Exhibit-C-20180430-1.pdf,6549-Exhibit-C-20180430-1.pdf
1109,4/30/2018,Myriad Creative,6549,Registration Statement, , , ,https://efile.fara.gov/docs/6549-Registration-Statement-20180430-1.pdf,6549-Registration-Statement-20180430-1.pdf
1110,4/30/2018,Myriad Creative,6549,Short-Form,"Achacoso, Chris", , ,https://efile.fara.gov/docs/6549-Short-Form-20180430-6.pdf,6549-Short-Form-20180430-6.pdf
1111,4/30/2018,Myriad Creative,6549,Short-Form,"Averay-Cuesta, Julie", , ,https://efile.fara.gov/docs/6549-Short-Form-20180430-32.pdf,6549-Short-Form-20180430-32.pdf
1112,4/30/2018,Myriad Creative,6549,Short-Form,"Chan, Carman", , ,https://efile.fara.gov/docs/6549-Short-Form-20180430-24.pdf,6549-Short-Form-20180430-24.pdf
1113,4/30/2018,Myriad Creative,6549,Short-Form,"Diaz, Eva", , ,https://efile.fara.gov/docs/6549-Short-Form-20180430-10.pdf,6549-Short-Form-20180430-10.pdf
1114,4/30/2018,Myriad Creative,6549,Short-Form,"Goger, Jennifer", , ,https://efile.fara.gov/docs/6549-Short-Form-20180430-12.pdf,6549-Short-Form-20180430-12.pdf
1115,4/30/2018,Myriad Creative,6549,Short-Form,"Guerrero, Daniel", , ,https://efile.fara.gov/docs/6549-Short-Form-20180430-8.pdf,6549-Short-Form-20180430-8.pdf
1116,4/30/2018,Myriad Creative,6549,Short-Form,"Luo, Yvonne", , ,https://efile.fara.gov/docs/6549-Short-Form-20180430-26.pdf,6549-Short-Form-20180430-26.pdf
1117,4/30/2018,Myriad Creative,6549,Short-Form,"Matar, Laura", , ,https://efile.fara.gov/docs/6549-Short-Form-20180430-30.pdf,6549-Short-Form-20180430-30.pdf
1118,4/30/2018,Myriad Creative,6549,Short-Form,"Merschen, Al", , ,https://efile.fara.gov/docs/6549-Short-Form-20180430-34.pdf,6549-Short-Form-20180430-34.pdf
1119,4/30/2018,Myriad Creative,6549,Short-Form,"Morrow, Stephanie", , ,https://efile.fara.gov/docs/6549-Short-Form-20180430-16.pdf,6549-Short-Form-20180430-16.pdf
1120,4/30/2018,Myriad Creative,6549,Short-Form,"Nase, Stephen", , ,https://efile.fara.gov/docs/6549-Short-Form-20180430-22.pdf,6549-Short-Form-20180430-22.pdf
1121,4/30/2018,Myriad Creative,6549,Short-Form,"Petrides, Daniela", , ,https://efile.fara.gov/docs/6549-Short-Form-20180430-18.pdf,6549-Short-Form-20180430-18.pdf
1122,4/30/2018,Myriad Creative,6549,Short-Form,"Pfeiffer, Heike", , ,https://efile.fara.gov/docs/6549-Short-Form-20180430-20.pdf,6549-Short-Form-20180430-20.pdf
1123,4/30/2018,Myriad Creative,6549,Short-Form,"Rivera, Maria", , ,https://efile.fara.gov/docs/6549-Short-Form-20180430-4.pdf,6549-Short-Form-20180430-4.pdf
1124,4/30/2018,Myriad Creative,6549,Short-Form,"Sabir, Samina", , ,https://efile.fara.gov/docs/6549-Short-Form-20180430-2.pdf,6549-Short-Form-20180430-2.pdf
1125,4/30/2018,Myriad Creative,6549,Short-Form,"Troy, Shannon", , ,https://efile.fara.gov/docs/6549-Short-Form-20180430-28.pdf,6549-Short-Form-20180430-28.pdf
1138,4/30/2018,Myriad Creative,6549,Exhibit AB, ,China National Tourist Office,CHINA,https://efile.fara.gov/docs/6549-Exhibit-AB-20180430-2.pdf,6549-Exhibit-AB-20180430-2.pdf
1139,4/30/2018,Myriad Creative,6549,Short-Form,"Yang, Erin", , ,https://efile.fara.gov/docs/6549-Short-Form-20180430-14.pdf,6549-Short-Form-20180430-14.pdf
1141,5/30/2018,Amagai Policy Advisors LLC,6541,Supplemental Statement, , , ,https://efile.fara.gov/docs/6541-Supplemental-Statement-20180530-1.pdf,6541-Supplemental-Statement-20180530-1.pdf
1142,4/13/2018,Amagai Policy Advisors LLC,6541,Exhibit C, , , ,https://efile.fara.gov/docs/6541-Exhibit-C-20180413-1.pdf,6541-Exhibit-C-20180413-1.pdf
1143,4/13/2018,Amagai Policy Advisors LLC,6541,Short-Form,"Amagai, Mattie", , ,https://efile.fara.gov/docs/6541-Short-Form-20180413-2.pdf,6541-Short-Form-20180413-2.pdf
1144,4/13/2018,Amagai Policy Advisors LLC,6541,Exhibit AB, ,"Sinopec Group through Sinopec D.C., LLC through Global Strategies, Ltd.",CHINA,https://efile.fara.gov/docs/6541-Exhibit-AB-20180413-1.pdf,6541-Exhibit-AB-20180413-1.pdf
1145,4/13/2018,Amagai Policy Advisors LLC,6541,Registration Statement, , , ,https://efile.fara.gov/docs/6541-Registration-Statement-20180413-1.pdf,6541-Registration-Statement-20180413-1.pdf
1146,10/27/2022,"Baker, Donelson, Bearman, Caldwell & Berkowitz, P.C.",6535,Supplemental Statement, , , ,https://efile.fara.gov/docs/6535-Supplemental-Statement-20221027-11.pdf,6535-Supplemental-Statement-20221027-11.pdf
1148,4/29/2022,"Baker, Donelson, Bearman, Caldwell & Berkowitz, P.C.",6535,Supplemental Statement, , , ,https://efile.fara.gov/docs/6535-Supplemental-Statement-20220429-10.pdf,6535-Supplemental-Statement-20220429-10.pdf
1149,10/29/2021,"Baker, Donelson, Bearman, Caldwell & Berkowitz, P.C.",6535,Supplemental Statement, , , ,https://efile.fara.gov/docs/6535-Supplemental-Statement-20211029-9.pdf,6535-Supplemental-Statement-20211029-9.pdf
1150,4/30/2021,"Baker, Donelson, Bearman, Caldwell & Berkowitz, P.C.",6535,Supplemental Statement, , , ,https://efile.fara.gov/docs/6535-Supplemental-Statement-20210430-8.pdf,6535-Supplemental-Statement-20210430-8.pdf
1151,1/21/2021,"Baker, Donelson, Bearman, Caldwell & Berkowitz, P.C.",6535,Amendment, , , ,https://efile.fara.gov/docs/6535-Amendment-20210121-3.pdf,6535-Amendment-20210121-3.pdf
1153,11/12/2020,"Baker, Donelson, Bearman, Caldwell & Berkowitz, P.C.",6535,Amendment, , , ,https://efile.fara.gov/docs/6535-Amendment-20201112-2.pdf,6535-Amendment-20201112-2.pdf
1154,10/30/2020,"Baker, Donelson, Bearman, Caldwell & Berkowitz, P.C.",6535,Supplemental Statement, , , ,https://efile.fara.gov/docs/6535-Supplemental-Statement-20201030-6.pdf,6535-Supplemental-Statement-20201030-6.pdf
1155,4/29/2020,"Baker, Donelson, Bearman, Caldwell & Berkowitz, P.C.",6535,Supplemental Statement, , , ,https://efile.fara.gov/docs/6535-Supplemental-Statement-20200429-5.pdf,6535-Supplemental-Statement-20200429-5.pdf
1156,10/30/2019,"Baker, Donelson, Bearman, Caldwell & Berkowitz, P.C.",6535,Supplemental Statement, , , ,https://efile.fara.gov/docs/6535-Supplemental-Statement-20191030-4.pdf,6535-Supplemental-Statement-20191030-4.pdf
1157,4/30/2019,"Baker, Donelson, Bearman, Caldwell & Berkowitz, P.C.",6535,Supplemental Statement, , , ,https://efile.fara.gov/docs/6535-Supplemental-Statement-20190430-3.pdf,6535-Supplemental-Statement-20190430-3.pdf
1158,4/29/2019,"Baker, Donelson, Bearman, Caldwell & Berkowitz, P.C.",6535,Amendment, , , ,https://efile.fara.gov/docs/6535-Amendment-20190429-1.pdf,6535-Amendment-20190429-1.pdf
1161,4/17/2019,"Baker, Donelson, Bearman, Caldwell & Berkowitz, P.C.",6535,Short-Form,"Heath, Christy Markva", , ,https://efile.fara.gov/docs/6535-Short-Form-20190417-10.pdf,6535-Short-Form-20190417-10.pdf
1162,10/30/2018,"Baker, Donelson, Bearman, Caldwell & Berkowitz, P.C.",6535,Supplemental Statement, , , ,https://efile.fara.gov/docs/6535-Supplemental-Statement-20181030-2.pdf,6535-Supplemental-Statement-20181030-2.pdf
1163,3/5/2018,"Baker, Donelson, Bearman, Caldwell & Berkowitz, P.C.",6535,Short-Form,"Xue, Ziyan", , ,https://efile.fara.gov/docs/6535-Short-Form-20180305-8.pdf,6535-Short-Form-20180305-8.pdf
1164,3/5/2018,"Baker, Donelson, Bearman, Caldwell & Berkowitz, P.C.",6535,Short-Form,"Scannapieco, John M.", , ,https://efile.fara.gov/docs/6535-Short-Form-20180305-4.pdf,6535-Short-Form-20180305-4.pdf
1165,3/5/2018,"Baker, Donelson, Bearman, Caldwell & Berkowitz, P.C.",6535,Short-Form,"Dyer, James W.", , ,https://efile.fara.gov/docs/6535-Short-Form-20180305-2.pdf,6535-Short-Form-20180305-2.pdf
1166,3/5/2018,"Baker, Donelson, Bearman, Caldwell & Berkowitz, P.C.",6535,Registration Statement, , , ,https://efile.fara.gov/docs/6535-Registration-Statement-20180305-1.pdf,6535-Registration-Statement-20180305-1.pdf
1168,3/5/2018,"Baker, Donelson, Bearman, Caldwell & Berkowitz, P.C.",6535,Exhibit AB, ,Foreign Affairs Office of Yancheng Municipal People's Government,CHINA,https://efile.fara.gov/docs/6535-Exhibit-AB-20180305-3.pdf,6535-Exhibit-AB-20180305-3.pdf
1169,3/5/2018,"Baker, Donelson, Bearman, Caldwell & Berkowitz, P.C.",6535,Exhibit C, , , ,https://efile.fara.gov/docs/6535-Exhibit-C-20180305-1.pdf,6535-Exhibit-C-20180305-1.pdf
1170,4/22/2018,"Chwat, John",6525,Supplemental Statement, , , ,https://efile.fara.gov/docs/6525-Supplemental-Statement-20180422-2.pdf,6525-Supplemental-Statement-20180422-2.pdf
1171,4/22/2018,"Chwat, John",6525,Informational Materials, ,World Uyghur Congress,CHINA,https://efile.fara.gov/docs/6525-Informational-Materials-20180422-2.pdf,6525-Informational-Materials-20180422-2.pdf
1172,3/9/2018,"Chwat, John",6525,Exhibit C, , , ,https://efile.fara.gov/docs/6525-Exhibit-C-20180309-1.pdf,6525-Exhibit-C-20180309-1.pdf
1173,3/9/2018,"Chwat, John",6525,Amendment, , , ,https://efile.fara.gov/docs/6525-Amendment-20180309-2.pdf,6525-Amendment-20180309-2.pdf
1174,3/9/2018,"Chwat, John",6525,Amendment, , , ,https://efile.fara.gov/docs/6525-Amendment-20180309-1.pdf,6525-Amendment-20180309-1.pdf
1175,3/9/2018,"Chwat, John",6525,Informational Materials, ,World Uyghur Congress,CHINA,https://efile.fara.gov/docs/6525-Informational-Materials-20180309-1.pdf,6525-Informational-Materials-20180309-1.pdf
1176,2/14/2018,"Chwat, John",6525,Registration Statement, , , ,https://efile.fara.gov/docs/6525-Registration-Statement-20180214-1.pdf,6525-Registration-Statement-20180214-1.pdf
1177,2/14/2018,"Chwat, John",6525,Short-Form,"Chwat, John", , ,https://efile.fara.gov/docs/6525-Short-Form-20180214-2.pdf,6525-Short-Form-20180214-2.pdf
1178,2/14/2018,"Chwat, John",6525,Exhibit AB, ,World Uyghur Congress,CHINA,https://efile.fara.gov/docs/6525-Exhibit-AB-20180214-1.pdf,6525-Exhibit-AB-20180214-1.pdf
1179,11/15/2022,"Chartwell Strategy Group, LLC",6518,Short-Form,"Dorval, Christopher", , ,https://efile.fara.gov/docs/6518-Short-Form-20221115-48.pdf,6518-Short-Form-20221115-48.pdf
1180,11/15/2022,"Chartwell Strategy Group, LLC",6518,Short-Form,"Palomo, Oswaldo", , ,https://efile.fara.gov/docs/6518-Short-Form-20221115-46.pdf,6518-Short-Form-20221115-46.pdf
1181,9/30/2022,"Chartwell Strategy Group, LLC",6518,Supplemental Statement, , , ,https://efile.fara.gov/docs/6518-Supplemental-Statement-20220930-9.pdf,6518-Supplemental-Statement-20220930-9.pdf
1182,9/21/2022,"Chartwell Strategy Group, LLC",6518,Short-Form,"Greeley, Megan", , ,https://efile.fara.gov/docs/6518-Short-Form-20220921-42.pdf,6518-Short-Form-20220921-42.pdf
1183,9/21/2022,"Chartwell Strategy Group, LLC",6518,Short-Form,"Tamasi, David", , ,https://efile.fara.gov/docs/6518-Short-Form-20220921-40.pdf,6518-Short-Form-20220921-40.pdf
1184,9/21/2022,"Chartwell Strategy Group, LLC",6518,Amendment, , , ,https://efile.fara.gov/docs/6518-Amendment-20220921-10.pdf,6518-Amendment-20220921-10.pdf
1185,9/21/2022,"Chartwell Strategy Group, LLC",6518,Short-Form,"Epperly, Matthew", , ,https://efile.fara.gov/docs/6518-Short-Form-20220921-44.pdf,6518-Short-Form-20220921-44.pdf
1187,9/21/2022,"Chartwell Strategy Group, LLC",6518,Short-Form,"Midkiff, Grayson", , ,https://efile.fara.gov/docs/6518-Short-Form-20220921-38.pdf,6518-Short-Form-20220921-38.pdf
1188,4/1/2022,"Chartwell Strategy Group, LLC",6518,Supplemental Statement, , , ,https://efile.fara.gov/docs/6518-Supplemental-Statement-20220401-8.pdf,6518-Supplemental-Statement-20220401-8.pdf
1189,3/1/2022,"Chartwell Strategy Group, LLC",6518,Amendment, , , ,https://efile.fara.gov/docs/6518-Amendment-20220301-9.pdf,6518-Amendment-20220301-9.pdf
1191,1/14/2022,"Chartwell Strategy Group, LLC",6518,Short-Form,"Tamasi, David", , ,https://efile.fara.gov/docs/6518-Short-Form-20220114-36.pdf,6518-Short-Form-20220114-36.pdf
1193,9/30/2021,"Chartwell Strategy Group, LLC",6518,Supplemental Statement, , , ,https://efile.fara.gov/docs/6518-Supplemental-Statement-20210930-7.pdf,6518-Supplemental-Statement-20210930-7.pdf
1194,6/15/2021,"Chartwell Strategy Group, LLC",6518,Short-Form,"Midkiff, Grayson", , ,https://efile.fara.gov/docs/6518-Short-Form-20210615-34.pdf,6518-Short-Form-20210615-34.pdf
1195,3/30/2021,"Chartwell Strategy Group, LLC",6518,Supplemental Statement, , , ,https://efile.fara.gov/docs/6518-Supplemental-Statement-20210330-6.pdf,6518-Supplemental-Statement-20210330-6.pdf
1196,3/15/2021,"Chartwell Strategy Group, LLC",6518,Short-Form,"Greeley, Megan", , ,https://efile.fara.gov/docs/6518-Short-Form-20210315-32.pdf,6518-Short-Form-20210315-32.pdf
1197,1/25/2021,"Chartwell Strategy Group, LLC",6518,Amendment, , , ,https://efile.fara.gov/docs/6518-Amendment-20210125-7.pdf,6518-Amendment-20210125-7.pdf
1199,9/30/2020,"Chartwell Strategy Group, LLC",6518,Supplemental Statement, , , ,https://efile.fara.gov/docs/6518-Supplemental-Statement-20200930-5.pdf,6518-Supplemental-Statement-20200930-5.pdf
1200,3/27/2020,"Chartwell Strategy Group, LLC",6518,Supplemental Statement, , , ,https://efile.fara.gov/docs/6518-Supplemental-Statement-20200327-4.pdf,6518-Supplemental-Statement-20200327-4.pdf
1201,1/27/2020,"Chartwell Strategy Group, LLC",6518,Amendment, , , ,https://efile.fara.gov/docs/6518-Amendment-20200127-6.pdf,6518-Amendment-20200127-6.pdf
1203,12/18/2019,"Chartwell Strategy Group, LLC",6518,Amendment, , , ,https://efile.fara.gov/docs/6518-Amendment-20191218-5.pdf,6518-Amendment-20191218-5.pdf
1204,12/18/2019,"Chartwell Strategy Group, LLC",6518,Exhibit AB, ,"iFLYTEK Co., Ltd. through Pillsbury Winthrop Shaw Pittman LLP",CHINA,https://efile.fara.gov/docs/6518-Exhibit-AB-20191218-7.pdf,6518-Exhibit-AB-20191218-7.pdf
1205,9/25/2019,"Chartwell Strategy Group, LLC",6518,Supplemental Statement, , , ,https://efile.fara.gov/docs/6518-Supplemental-Statement-20190925-3.pdf,6518-Supplemental-Statement-20190925-3.pdf
1206,6/28/2019,"Chartwell Strategy Group, LLC",6518,Short-Form,"Lavoie, Alyse", , ,https://efile.fara.gov/docs/6518-Short-Form-20190628-30.pdf,6518-Short-Form-20190628-30.pdf
1207,6/28/2019,"Chartwell Strategy Group, LLC",6518,Exhibit AB, ,"iFLYTEK Co., Ltd. through Pillsbury Winthrop Shaw Pittman LLP",CHINA,https://efile.fara.gov/docs/6518-Exhibit-AB-20190628-6.pdf,6518-Exhibit-AB-20190628-6.pdf
1208,6/28/2019,"Chartwell Strategy Group, LLC",6518,Short-Form,"Epperly, Matthew", , ,https://efile.fara.gov/docs/6518-Short-Form-20190628-28.pdf,6518-Short-Form-20190628-28.pdf
1209,3/25/2019,"Chartwell Strategy Group, LLC",6518,Supplemental Statement, , , ,https://efile.fara.gov/docs/6518-Supplemental-Statement-20190325-2.pdf,6518-Supplemental-Statement-20190325-2.pdf
1210,1/25/2019,"Chartwell Strategy Group, LLC",6518,Short-Form,"Lavoie, Alyse", , ,https://efile.fara.gov/docs/6518-Short-Form-20190125-24.pdf,6518-Short-Form-20190125-24.pdf
1211,1/25/2019,"Chartwell Strategy Group, LLC",6518,Amendment, , , ,https://efile.fara.gov/docs/6518-Amendment-20190125-4.pdf,6518-Amendment-20190125-4.pdf
1212,1/25/2019,"Chartwell Strategy Group, LLC",6518,Short-Form,"Ballman, Luke", , ,https://efile.fara.gov/docs/6518-Short-Form-20190125-26.pdf,6518-Short-Form-20190125-26.pdf
1214,9/25/2018,"Chartwell Strategy Group, LLC",6518,Supplemental Statement, , , ,https://efile.fara.gov/docs/6518-Supplemental-Statement-20180925-1.pdf,6518-Supplemental-Statement-20180925-1.pdf
1215,9/10/2018,"Chartwell Strategy Group, LLC",6518,Short-Form,"Tamasi, David", , ,https://efile.fara.gov/docs/6518-Short-Form-20180910-18.pdf,6518-Short-Form-20180910-18.pdf
1216,9/10/2018,"Chartwell Strategy Group, LLC",6518,Short-Form,"Tamasi, David", , ,https://efile.fara.gov/docs/6518-Short-Form-20180910-14.pdf,6518-Short-Form-20180910-14.pdf
1217,9/10/2018,"Chartwell Strategy Group, LLC",6518,Short-Form,"Palomo, Oswaldo", , ,https://efile.fara.gov/docs/6518-Short-Form-20180910-20.pdf,6518-Short-Form-20180910-20.pdf
1218,9/10/2018,"Chartwell Strategy Group, LLC",6518,Short-Form,"Palomo, Oswaldo", , ,https://efile.fara.gov/docs/6518-Short-Form-20180910-16.pdf,6518-Short-Form-20180910-16.pdf
1219,9/10/2018,"Chartwell Strategy Group, LLC",6518,Short-Form,"Epperly, Matthew", , ,https://efile.fara.gov/docs/6518-Short-Form-20180910-22.pdf,6518-Short-Form-20180910-22.pdf
1220,9/10/2018,"Chartwell Strategy Group, LLC",6518,Short-Form,"Epperly, Matthew", , ,https://efile.fara.gov/docs/6518-Short-Form-20180910-12.pdf,6518-Short-Form-20180910-12.pdf
1223,9/10/2018,"Chartwell Strategy Group, LLC",6518,Amendment, , , ,https://efile.fara.gov/docs/6518-Amendment-20180910-3.pdf,6518-Amendment-20180910-3.pdf
1224,9/10/2018,"Chartwell Strategy Group, LLC",6518,Amendment, , , ,https://efile.fara.gov/docs/6518-Amendment-20180910-2.pdf,6518-Amendment-20180910-2.pdf
1225,2/23/2018,"Chartwell Strategy Group, LLC",6518,Exhibit C, , , ,https://efile.fara.gov/docs/6518-Exhibit-C-20180223-1.pdf,6518-Exhibit-C-20180223-1.pdf
1226,2/14/2018,"Chartwell Strategy Group, LLC",6518,Short-Form,"Hannah, Mark", , ,https://efile.fara.gov/docs/6518-Short-Form-20180214-10.pdf,6518-Short-Form-20180214-10.pdf
1228,2/12/2018,"Chartwell Strategy Group, LLC",6518,Amendment, , , ,https://efile.fara.gov/docs/6518-Amendment-20180212-1.pdf,6518-Amendment-20180212-1.pdf
1229,2/2/2018,"Chartwell Strategy Group, LLC",6518,Short-Form,"Epperly, Matthew", , ,https://efile.fara.gov/docs/6518-Short-Form-20180202-2.pdf,6518-Short-Form-20180202-2.pdf
1230,2/2/2018,"Chartwell Strategy Group, LLC",6518,Registration Statement, , , ,https://efile.fara.gov/docs/6518-Registration-Statement-20180202-1.pdf,6518-Registration-Statement-20180202-1.pdf
1231,2/2/2018,"Chartwell Strategy Group, LLC",6518,Short-Form,"Tamasi, David", , ,https://efile.fara.gov/docs/6518-Short-Form-20180202-6.pdf,6518-Short-Form-20180202-6.pdf
1233,2/2/2018,"Chartwell Strategy Group, LLC",6518,Short-Form,"Palomo, Oswaldo", , ,https://efile.fara.gov/docs/6518-Short-Form-20180202-4.pdf,6518-Short-Form-20180202-4.pdf
1234,9/30/2022,"Husch Blackwell Strategies, LLC",6517,Supplemental Statement, , , ,https://efile.fara.gov/docs/6517-Supplemental-Statement-20220930-9.pdf,6517-Supplemental-Statement-20220930-9.pdf
1236,3/31/2022,"Husch Blackwell Strategies, LLC",6517,Supplemental Statement, , , ,https://efile.fara.gov/docs/6517-Supplemental-Statement-20220331-8.pdf,6517-Supplemental-Statement-20220331-8.pdf
1237,9/30/2021,"Husch Blackwell Strategies, LLC",6517,Supplemental Statement, , , ,https://efile.fara.gov/docs/6517-Supplemental-Statement-20210930-7.pdf,6517-Supplemental-Statement-20210930-7.pdf
1238,9/30/2021,"Husch Blackwell Strategies, LLC",6517,Amendment, , , ,https://efile.fara.gov/docs/6517-Amendment-20210930-9.pdf,6517-Amendment-20210930-9.pdf
1239,3/31/2021,"Husch Blackwell Strategies, LLC",6517,Supplemental Statement, , , ,https://efile.fara.gov/docs/6517-Supplemental-Statement-20210331-6.pdf,6517-Supplemental-Statement-20210331-6.pdf
1240,9/30/2020,"Husch Blackwell Strategies, LLC",6517,Supplemental Statement, , , ,https://efile.fara.gov/docs/6517-Supplemental-Statement-20200930-5.pdf,6517-Supplemental-Statement-20200930-5.pdf
1241,9/30/2020,"Husch Blackwell Strategies, LLC",6517,Amendment, , , ,https://efile.fara.gov/docs/6517-Amendment-20200930-8.pdf,6517-Amendment-20200930-8.pdf
1242,3/31/2020,"Husch Blackwell Strategies, LLC",6517,Amendment, , , ,https://efile.fara.gov/docs/6517-Amendment-20200331-5.pdf,6517-Amendment-20200331-5.pdf
1243,3/31/2020,"Husch Blackwell Strategies, LLC",6517,Supplemental Statement, , , ,https://efile.fara.gov/docs/6517-Supplemental-Statement-20200331-4.pdf,6517-Supplemental-Statement-20200331-4.pdf
1244,3/31/2020,"Husch Blackwell Strategies, LLC",6517,Amendment, , , ,https://efile.fara.gov/docs/6517-Amendment-20200331-6.pdf,6517-Amendment-20200331-6.pdf
1245,1/24/2020,"Husch Blackwell Strategies, LLC",6517,Informational Materials, ,China National Forest Product Industry Association,CHINA,https://efile.fara.gov/docs/6517-Informational-Materials-20200124-7.pdf,6517-Informational-Materials-20200124-7.pdf
