"Date Stamped","Registrant Name","Registration Number","Document Type","Short Form Name","Foreign Principal Name","Foreign Principal Country","Url"
"09/23/2020","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20200923-72.pdf"
"09/22/2020","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20200922-71.pdf"
"09/15/2020","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20200915-34.pdf"
"09/15/2020","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20200915-35.pdf"
"09/09/2020","5430","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20200909-70.pdf"
"09/03/2020","5430","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20200903-68.pdf"
"09/03/2020","5430","5430","Informational Materials"," ","Republic of India, Embassy","INDIA","https://efile.fara.gov/docs/5430-Informational-Materials-20200903-69.pdf"
"09/01/2020","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20200901-67.pdf"
"08/24/2020","5430","5430","Informational Materials"," ","Embassy of the Kingdom of Bahrain to the United States of America","BAHRAIN","https://efile.fara.gov/docs/5430-Informational-Materials-20200824-66.pdf"
"08/18/2020","5430","5430","Informational Materials"," ","Embassy of the Republic of Korea","KOREA SOUTH","https://efile.fara.gov/docs/5430-Informational-Materials-20200818-64.pdf"
"08/18/2020","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20200818-65.pdf"
"08/13/2020","5430","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20200813-63.pdf"
"08/11/2020","5430","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20200811-62.pdf"
"08/10/2020","BGR Government Affairs, LLC","5430","Short-Form","Rogers, Edward M. Jr.,"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20200810-332.pdf"
"08/07/2020","5430","5430","Informational Materials"," ","Republic of India, Embassy","INDIA","https://efile.fara.gov/docs/5430-Informational-Materials-20200807-56.pdf"
"08/07/2020","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20200807-55.pdf"
"08/06/2020","5430","5430","Informational Materials"," ","Embassy of the Kingdom of Bahrain to the United States of America","BAHRAIN","https://efile.fara.gov/docs/5430-Informational-Materials-20200806-54.pdf"
"07/30/2020","5430","5430","Informational Materials"," ","Republic of India, Embassy","INDIA","https://efile.fara.gov/docs/5430-Informational-Materials-20200730-53.pdf"
"07/28/2020","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20200728-52.pdf"
"07/24/2020","5430","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20200724-51.pdf"
"07/24/2020","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20200724-50.pdf"
"07/21/2020","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20200721-49.pdf"
"07/17/2020","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20200717-48.pdf"
"07/16/2020","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20200716-46.pdf"
"07/15/2020","BGR Government Affairs, LLC","5430","Short-Form","Ellis, Alex"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20200715-330.pdf"
"07/15/2020","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20200715-45.pdf"
"07/14/2020","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20200714-44.pdf"
"07/14/2020","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20200714-43.pdf"
"07/13/2020","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20200713-42.pdf"
"07/01/2020","BGR Government Affairs, LLC","5430","Short-Form","Ellis, Alex"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20200701-328.pdf"
"07/01/2020","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20200701-41.pdf"
"06/30/2020","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Kingdom of Bahrain to the United States of America","BAHRAIN","https://efile.fara.gov/docs/5430-Informational-Materials-20200630-40.pdf"
"06/30/2020","BGR Government Affairs, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20200630-41.pdf"
"06/26/2020","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20200626-39.pdf"
"06/26/2020","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20200626-33.pdf"
"06/25/2020","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20200625-38.pdf"
"06/19/2020","BGR Government Affairs, LLC","5430","Short-Form","Simeone, Chris"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20200619-324.pdf"
"06/19/2020","BGR Government Affairs, LLC","5430","Short-Form","Fontaine, Elizabeth"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20200619-326.pdf"
"06/19/2020","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Embassy of the Kingdom of Bahrain to the United States of America","BAHRAIN","https://efile.fara.gov/docs/5430-Exhibit-AB-20200619-85.pdf"
"06/19/2020","BGR Government Affairs, LLC","5430","Short-Form","Ellis, Alex"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20200619-322.pdf"
"06/19/2020","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20200619-32.pdf"
"06/16/2020","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20200616-37.pdf"
"06/11/2020","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20200611-36.pdf"
"06/09/2020","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Kingdom of Bahrain to the United States of America","BAHRAIN","https://efile.fara.gov/docs/5430-Informational-Materials-20200609-35.pdf"
"06/08/2020","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20200608-31.pdf"
"06/08/2020","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Republic of India, Embassy","INDIA","https://efile.fara.gov/docs/5430-Exhibit-AB-20200608-84.pdf"
"05/21/2020","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20200521-34.pdf"
"05/21/2020","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20200521-30.pdf"
"05/19/2020","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20200519-33.pdf"
"05/18/2020","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20200518-32.pdf"
"05/13/2020","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20200513-31.pdf"
"05/08/2020","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20200508-29.pdf"
"05/08/2020","BGR Government Affairs, LLC","5430","Informational Materials"," ","Minister of National Defense for Republic of Poland","POLAND","https://efile.fara.gov/docs/5430-Informational-Materials-20200508-30.pdf"
"05/01/2020","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Embassy of Kazakhstan USA","KAZAKHSTAN","https://efile.fara.gov/docs/5430-Exhibit-AB-20200501-83.pdf"
"05/01/2020","BGR Government Affairs, LLC","5430","Short-Form","Birnbaum, Jeffrey"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20200501-318.pdf"
"05/01/2020","BGR Government Affairs, LLC","5430","Short-Form","Maney, Jo"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20200501-320.pdf"
"01/29/2020","BGR Government Affairs, LLC","5430","Short-Form","Ellis, Alex"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20200129-312.pdf"
"01/29/2020","BGR Government Affairs, LLC","5430","Short-Form","Seiden, Maya"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20200129-316.pdf"
"01/29/2020","BGR Government Affairs, LLC","5430","Short-Form","Birnbaum, Jeffrey"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20200129-314.pdf"
"01/16/2020","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Government of Honduras","HONDURAS","https://efile.fara.gov/docs/5430-Exhibit-AB-20200116-82.pdf"
"01/16/2020","BGR Government Affairs, LLC","5430","Short-Form","Strupp, Hunter"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20200116-308.pdf"
"01/16/2020","BGR Government Affairs, LLC","5430","Short-Form","Munson, Lester"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20200116-336.pdf"
"01/16/2020","BGR Government Affairs, LLC","5430","Short-Form","Maney, Jo"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20200116-306.pdf"
"01/10/2020","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Embassy of the Republic of Korea","KOREA SOUTH","https://efile.fara.gov/docs/5430-Exhibit-AB-20200110-79.pdf"
"01/10/2020","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Republic of India, Embassy","INDIA","https://efile.fara.gov/docs/5430-Exhibit-AB-20200110-78.pdf"
"01/10/2020","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20200110-29.pdf"
"01/10/2020","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20200110-28.pdf"
"01/03/2020","BGR Government Affairs, LLC","5430","Short-Form","Ellis, Alex"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20200103-310.pdf"
"12/30/2019","BGR Government Affairs, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20191230-40.pdf"
"11/05/2019","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20191105-19.pdf"
"11/05/2019","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20191105-20.pdf"
"11/05/2019","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20191105-21.pdf"
"11/05/2019","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20191105-17.pdf"
"11/05/2019","BGR Government Affairs, LLC","5430","Short-Form","Simeone, Chris"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20191105-304.pdf"
"11/05/2019","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20191105-28.pdf"
"11/05/2019","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Kingdom of Bahrain to the United States of America","BAHRAIN","https://efile.fara.gov/docs/5430-Informational-Materials-20191105-26.pdf"
"11/05/2019","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Kingdom of Bahrain to the United States of America","BAHRAIN","https://efile.fara.gov/docs/5430-Informational-Materials-20191105-18.pdf"
"11/05/2019","5430","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20191105-60.pdf"
"10/11/2019","BGR Government Affairs, LLC","5430","Short-Form","Rogers, Edward M. Jr.,"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20191011-296.pdf"
"10/11/2019","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20191011-27.pdf"
"10/11/2019","BGR Government Affairs, LLC","5430","Short-Form","Munson, Lester"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20191011-294.pdf"
"10/11/2019","BGR Government Affairs, LLC","5430","Short-Form","Birnbaum, Jeffrey"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20191011-292.pdf"
"09/09/2019","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20190909-26.pdf"
"09/09/2019","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20190909-25.pdf"
"09/09/2019","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Republic of India, Embassy","INDIA","https://efile.fara.gov/docs/5430-Exhibit-AB-20190909-77.pdf"
"07/16/2019","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Exhibit-AB-20190716-76.pdf"
"07/16/2019","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20190716-24.pdf"
"07/16/2019","BGR Government Affairs, LLC","5430","Short-Form","Simeone, Chris"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20190716-290.pdf"
"07/16/2019","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20190716-14.pdf"
"07/16/2019","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Kingdom of Bahrain to the United States of America","BAHRAIN","https://efile.fara.gov/docs/5430-Informational-Materials-20190716-27.pdf"
"06/30/2019","BGR Government Affairs, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20190630-39.pdf"
"05/15/2019","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20190515-13.pdf"
"04/25/2019","BGR Government Affairs, LLC","5430","Short-Form","Delahunt, Bill"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20190425-274.pdf"
"04/25/2019","BGR Government Affairs, LLC","5430","Short-Form","Kirk, Mark"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20190425-272.pdf"
"04/25/2019","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20190425-12.pdf"
"04/25/2019","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20190425-11.pdf"
"04/17/2019","BGR Government Affairs, LLC","5430","Short-Form","Birnbaum, Jeffrey"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20190417-282.pdf"
"04/17/2019","BGR Government Affairs, LLC","5430","Short-Form","Birnbaum, Jeffrey"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20190417-264.pdf"
"04/17/2019","BGR Government Affairs, LLC","5430","Short-Form","Ahrens, Frank"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20190417-286.pdf"
"04/17/2019","BGR Government Affairs, LLC","5430","Short-Form","Ahrens, Frank"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20190417-268.pdf"
"04/17/2019","BGR Government Affairs, LLC","5430","Short-Form","Murphy, Daniel R."," "," ","https://efile.fara.gov/docs/5430-Short-Form-20190417-260.pdf"
"04/17/2019","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Ambassador Carlos Vecchio Embassy of the Bolivarian Republic of Venezuela","VENEZUELA","https://efile.fara.gov/docs/5430-Exhibit-AB-20190417-75.pdf"
"04/17/2019","BGR Government Affairs, LLC","5430","Short-Form","Tavlarides, Mark"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20190417-288.pdf"
"04/17/2019","BGR Government Affairs, LLC","5430","Short-Form","Tavlarides, Mark"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20190417-270.pdf"
"04/17/2019","BGR Government Affairs, LLC","5430","Short-Form","Seiden, Maya"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20190417-280.pdf"
"04/17/2019","BGR Government Affairs, LLC","5430","Short-Form","Seiden, Maya"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20190417-262.pdf"
"04/17/2019","BGR Government Affairs, LLC","5430","Short-Form","Roberts, John Walker"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20190417-276.pdf"
"04/17/2019","BGR Government Affairs, LLC","5430","Short-Form","Roberts, John Walker"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20190417-258.pdf"
"04/17/2019","BGR Government Affairs, LLC","5430","Short-Form","Murphy, Dan"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20190417-278.pdf"
"04/17/2019","BGR Government Affairs, LLC","5430","Short-Form","Munson, Lester"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20190417-284.pdf"
"04/17/2019","BGR Government Affairs, LLC","5430","Short-Form","Munson, Lester"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20190417-266.pdf"
"04/12/2019","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Embassy of the Bolivarian Republic of Venezuela","VENEZUELA","https://efile.fara.gov/docs/5430-Exhibit-AB-20190412-74.pdf"
"04/05/2019","BGR Government Affairs, LLC","5430","Short-Form","Tavlarides, Mark"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20190405-256.pdf"
"04/05/2019","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Hong Kong Trade Development Council","HONG KONG","https://efile.fara.gov/docs/5430-Exhibit-AB-20190405-73.pdf"
"04/05/2019","BGR Government Affairs, LLC","5430","Informational Materials"," ","Republic of India, Embassy","INDIA","https://efile.fara.gov/docs/5430-Informational-Materials-20190405-10.pdf"
"04/05/2019","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20190405-25.pdf"
"03/01/2019","BGR Government Affairs, LLC","5430","Short-Form","Munson, Lester"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20190301-250.pdf"
"03/01/2019","BGR Government Affairs, LLC","5430","Short-Form","Osborne, Jason"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20190301-254.pdf"
"03/01/2019","BGR Government Affairs, LLC","5430","Exhibit AB"," ","China-United States Exchange Foundation","CHINA","https://efile.fara.gov/docs/5430-Exhibit-AB-20190301-72.pdf"
"03/01/2019","BGR Government Affairs, LLC","5430","Short-Form","Strupp, Hunter"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20190301-252.pdf"
"02/21/2019","BGR Government Affairs, LLC","5430","Short-Form","Strupp, Hunter"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20190221-248.pdf"
"02/11/2019","BGR Government Affairs, LLC","5430","Short-Form","Simeone, Chris"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20190211-244.pdf"
"02/11/2019","BGR Government Affairs, LLC","5430","Short-Form","Landrum, Pete"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20190211-242.pdf"
"02/11/2019","BGR Government Affairs, LLC","5430","Short-Form","Tavlarides, Mark"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20190211-246.pdf"
"02/09/2019","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Minister of National Defense for Republic of Poland","POLAND","https://efile.fara.gov/docs/5430-Exhibit-AB-20190209-71.pdf"
"12/31/2018","BGR Government Affairs, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20181231-38.pdf"
"10/17/2018","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20181017-8.pdf"
"10/17/2018","BGR Government Affairs, LLC","5430","Informational Materials"," ","Ministry of Finance, Federal Republic of Somailia","SOMALI DEMOCRATIC REPUBLIC","https://efile.fara.gov/docs/5430-Informational-Materials-20181017-113.pdf"
"10/16/2018","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20181016-23.pdf"
"10/03/2018","BGR Government Affairs, LLC","5430","Short-Form","Landrum, Pete"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20181003-240.pdf"
"09/21/2018","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20180921-9.pdf"
"09/21/2018","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20180921-22.pdf"
"09/20/2018","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20180920-21.pdf"
"08/21/2018","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20180821-20.pdf"
"08/14/2018","BGR Government Affairs, LLC","5430","Exhibit AB"," ","The Embassy of The Kingdom of Saudi Arabia","SAUDI ARABIA","https://efile.fara.gov/docs/5430-Exhibit-AB-20180814-70.pdf"
"08/14/2018","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Center for Studies and Media Affairs at the Saudi Royal Court","SAUDI ARABIA","https://efile.fara.gov/docs/5430-Exhibit-AB-20180814-69.pdf"
"08/14/2018","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20180814-18.pdf"
"08/14/2018","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20180814-19.pdf"
"06/30/2018","BGR Government Affairs, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20180630-37.pdf"
"06/26/2018","bht","5430","Informational Materials"," ","Polska Grupa Zbrojeniowa","POLAND","https://efile.fara.gov/docs/5430-Informational-Materials-20180626-7.pdf"
"06/26/2018","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Embassy of the Republic of Korea","KOREA SOUTH","https://efile.fara.gov/docs/5430-Exhibit-AB-20180626-67.pdf"
"06/26/2018","BGR Government Affairs, LLC","5430","Short-Form","Ahrens, Frank"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20180626-238.pdf"
"06/12/2018","BGR Government Affairs, LLC","5430","Short-Form","Rogers, Edward M. Jr.,"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20180612-234.pdf"
"06/12/2018","BGR Government Affairs, LLC","5430","Short-Form","Seiden, Maya"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20180612-232.pdf"
"06/12/2018","BGR Government Affairs, LLC","5430","Short-Form","Birnbaum, Jeffrey"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20180612-236.pdf"
"06/12/2018","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Embassy of the Kingdom of Bahrain to the United States of America","BAHRAIN","https://efile.fara.gov/docs/5430-Exhibit-AB-20180612-66.pdf"
"05/01/2018","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Ministry of Finance, Federal Republic of Somailia","SOMALI DEMOCRATIC REPUBLIC","https://efile.fara.gov/docs/5430-Exhibit-AB-20180501-65.pdf"
"05/01/2018","BGR Government Affairs, LLC","5430","Short-Form","Seiden, Maya"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20180501-228.pdf"
"05/01/2018","BGR Government Affairs, LLC","5430","Short-Form","Tavlarides, Mark"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20180501-230.pdf"
"04/25/2018","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20180425-24.pdf"
"04/25/2018","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20180425-23.pdf"
"04/18/2018","BGR Government Affairs, LLC","5430","Short-Form","Rubino, Mike"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20180418-226.pdf"
"02/23/2018","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20180223-6.pdf"
"02/06/2018","BRG","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20180206-5.pdf"
"02/02/2018","BGR Government Affairs, LLC","5430","Informational Materials"," ","Republic of India, Embassy","INDIA","https://efile.fara.gov/docs/5430-Informational-Materials-20180202-22.pdf"
"01/31/2018","BGR Government Affairs, LLC","5430","Short-Form","Osborne, Jason"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20180131-224.pdf"
"01/17/2018","BGR Government Affairs, LLC","5430","Short-Form","Osborne, Jason"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20180117-222.pdf"
"01/17/2018","BGR Government Affairs, LLC","5430","Short-Form","Munson, Lester"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20180117-220.pdf"
"12/30/2017","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Republic of India, Embassy","INDIA","https://efile.fara.gov/docs/5430-Exhibit-AB-20171230-64.pdf"
"12/30/2017","BGR Government Affairs, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20171230-36.pdf"
