,Date.Stamped,Registrant.Name,Registration.Number,Document.Type,Short.Form.Name,Foreign.Principal.Name,Foreign.Principal.Country,Url
1950,10/6/2021,"Mercury Public Affairs, LLC",6170,Short-Form,"Garcia, Jose Antonio", , ,https://efile.fara.gov/docs/6170-Short-Form-20211006-740.pdf
1951,10/6/2021,"Mercury Public Affairs, LLC",6170,Short-Form,"Murphy, Christopher", , ,https://efile.fara.gov/docs/6170-Short-Form-20211006-742.pdf
1952,10/5/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"African Development Bank (through Mercury International UK Ltd.) (""ADB"")",INTERNATIONAL,https://efile.fara.gov/docs/6170-Informational-Materials-20211005-1041.pdf
1953,10/5/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"African Development Bank (through Mercury International UK Ltd.) (""ADB"")",INTERNATIONAL,https://efile.fara.gov/docs/6170-Informational-Materials-20211005-1040.pdf
1954,10/4/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Hikvision USA Inc.,CHINA,https://efile.fara.gov/docs/6170-Informational-Materials-20211004-1038.pdf
1955,10/4/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Hikvision USA Inc.,CHINA,https://efile.fara.gov/docs/6170-Informational-Materials-20211004-1039.pdf
1956,10/4/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Hikvision USA Inc.,CHINA,https://efile.fara.gov/docs/6170-Informational-Materials-20211004-1037.pdf
1957,10/1/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Q Cyber Technologies Ltd,ISRAEL,https://efile.fara.gov/docs/6170-Informational-Materials-20211001-1035.pdf
1958,10/1/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Government of National Unity of Libya (through Mercury International UK Ltd.),LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20211001-1034.pdf
1959,10/1/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"African Development Bank (through Mercury International UK Ltd.) (""ADB"")",INTERNATIONAL,https://efile.fara.gov/docs/6170-Informational-Materials-20211001-1036.pdf
1960,10/1/2021,"Mercury Public Affairs, LLC",6170,Amendment, , , ,https://efile.fara.gov/docs/6170-Amendment-20211001-114.pdf
1961,9/30/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"African Development Bank (through Mercury International UK Ltd.) (""ADB"")",INTERNATIONAL,https://efile.fara.gov/docs/6170-Informational-Materials-20210930-1031.pdf
1962,9/30/2021,"Mercury Public Affairs, LLC",6170,Exhibit AB, ,"African Development Bank (through Mercury International UK Ltd.) (""ADB"")",INTERNATIONAL,https://efile.fara.gov/docs/6170-Exhibit-AB-20210930-102.pdf
1963,9/30/2021,"Mercury Public Affairs, LLC",6170,Amendment, , , ,https://efile.fara.gov/docs/6170-Amendment-20210930-113.pdf
1964,9/30/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Government of National Unity of Libya (through Mercury International UK Ltd.),LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20210930-1028.pdf
1965,9/30/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"African Development Bank (through Mercury International UK Ltd.) (""ADB"")",INTERNATIONAL,https://efile.fara.gov/docs/6170-Informational-Materials-20210930-1032.pdf
1966,9/30/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"African Development Bank (through Mercury International UK Ltd.) (""ADB"")",INTERNATIONAL,https://efile.fara.gov/docs/6170-Informational-Materials-20210930-1030.pdf
1967,9/30/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"African Development Bank (through Mercury International UK Ltd.) (""ADB"")",INTERNATIONAL,https://efile.fara.gov/docs/6170-Informational-Materials-20210930-1029.pdf
1968,9/30/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Turkey-U.S. Business Council (TAIK),TURKEY,https://efile.fara.gov/docs/6170-Informational-Materials-20210930-1027.pdf
1969,9/30/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Presidency of the Republic of Haiti (through Mercury International UK Ltd),HAITI,https://efile.fara.gov/docs/6170-Informational-Materials-20210930-1033.pdf
1970,9/29/2021,"Mercury Public Affairs, LLC",6170,Short-Form,"Walker, Alexander DJ", , ,https://efile.fara.gov/docs/6170-Short-Form-20210929-734.pdf
1971,9/29/2021,"Mercury Public Affairs, LLC",6170,Short-Form,"Toomey, Molly", , ,https://efile.fara.gov/docs/6170-Short-Form-20210929-738.pdf
1972,9/29/2021,"Mercury Public Affairs, LLC",6170,Short-Form,"Sculthorpe, Timothy", , ,https://efile.fara.gov/docs/6170-Short-Form-20210929-736.pdf
1973,9/29/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Government of National Unity of Libya (through Mercury International UK Ltd.),LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20210929-1026.pdf
1974,9/28/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Government of Ethiopia (through Mercury International UK Ltd.),ETHIOPIA,https://efile.fara.gov/docs/6170-Informational-Materials-20210928-1025.pdf
1975,9/28/2021,"Mercury Public Affairs, LLC",6170,Short-Form,"Bloom, Eric", , ,https://efile.fara.gov/docs/6170-Short-Form-20210928-732.pdf
1976,9/28/2021,"Mercury Public Affairs, LLC",6170,Exhibit AB, ,"African Development Bank (through Mercury International UK Ltd.) (""ADB"")",INTERNATIONAL,https://efile.fara.gov/docs/6170-Exhibit-AB-20210928-101.pdf
1977,9/24/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Q Cyber Technologies Ltd,ISRAEL,https://efile.fara.gov/docs/6170-Informational-Materials-20210924-1023.pdf
1978,9/24/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Q Cyber Technologies Ltd,ISRAEL,https://efile.fara.gov/docs/6170-Informational-Materials-20210924-1024.pdf
1979,9/23/2021,"Mercury Public Affairs, LLC",6170,Short-Form,"Tucker, George", , ,https://efile.fara.gov/docs/6170-Short-Form-20210923-728.pdf
1980,9/23/2021,"Mercury Public Affairs, LLC",6170,Short-Form,"Royster, Avery Rose", , ,https://efile.fara.gov/docs/6170-Short-Form-20210923-730.pdf
1981,9/20/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Government of Ethiopia (through Mercury International UK Ltd.),ETHIOPIA,https://efile.fara.gov/docs/6170-Informational-Materials-20210920-1022.pdf
1982,9/20/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Government of Ethiopia (through Mercury International UK Ltd.),ETHIOPIA,https://efile.fara.gov/docs/6170-Informational-Materials-20210920-1021.pdf
1983,9/17/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Government of Ethiopia (through Mercury International UK Ltd.),ETHIOPIA,https://efile.fara.gov/docs/6170-Informational-Materials-20210917-1019.pdf
1984,9/17/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Government of Ethiopia (through Mercury International UK Ltd.),ETHIOPIA,https://efile.fara.gov/docs/6170-Informational-Materials-20210917-1020.pdf
1985,9/17/2021,"Mercury Public Affairs, LLC",6170,Short-Form,"Walker, Alexander", , ,https://efile.fara.gov/docs/6170-Short-Form-20210917-726.pdf
1986,9/17/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Q Cyber Technologies Ltd,ISRAEL,https://efile.fara.gov/docs/6170-Informational-Materials-20210917-1018.pdf
1987,9/13/2021,"Mercury Public Affairs, LLC",6170,Short-Form,"Tomlin, John", , ,https://efile.fara.gov/docs/6170-Short-Form-20210913-724.pdf
1988,9/13/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Q Cyber Technologies Ltd,ISRAEL,https://efile.fara.gov/docs/6170-Informational-Materials-20210913-1017.pdf
1989,9/12/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Government of Ethiopia (through Mercury International UK Ltd.),ETHIOPIA,https://efile.fara.gov/docs/6170-Informational-Materials-20210912-1016.pdf
1990,9/10/2021,"Mercury Public Affairs, LLC",6170,Short-Form,"Ogborn, William", , ,https://efile.fara.gov/docs/6170-Short-Form-20210910-722.pdf
1991,9/8/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Government of National Unity of Libya (through Mercury International UK Ltd.),LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20210908-1015.pdf
1992,9/8/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Government of National Unity of Libya (through Mercury International UK Ltd.),LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20210908-1014.pdf
1993,9/8/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Government of Ethiopia (through Mercury International UK Ltd.),ETHIOPIA,https://efile.fara.gov/docs/6170-Informational-Materials-20210908-1013.pdf
1994,9/7/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Government of Ethiopia (through Mercury International UK Ltd.),ETHIOPIA,https://efile.fara.gov/docs/6170-Informational-Materials-20210907-1011.pdf
1995,9/7/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Government of Ethiopia (through Mercury International UK Ltd.),ETHIOPIA,https://efile.fara.gov/docs/6170-Informational-Materials-20210907-1010.pdf
1996,9/7/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Turkey-U.S. Business Council (TAIK),TURKEY,https://efile.fara.gov/docs/6170-Informational-Materials-20210907-1012.pdf
1997,9/3/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Government of National Unity of Libya (through Mercury International UK Ltd.),LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20210903-1009.pdf
1998,9/2/2021,"Mercury Public Affairs, LLC",6170,Exhibit AB, ,Government of Ethiopia (through Mercury International UK Ltd.),ETHIOPIA,https://efile.fara.gov/docs/6170-Exhibit-AB-20210902-100.pdf
1999,9/2/2021,"Mercury Public Affairs, LLC",6170,Short-Form,"Bauman, Ashley", , ,https://efile.fara.gov/docs/6170-Short-Form-20210902-720.pdf
2000,8/26/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Government of National Unity of Libya (through Mercury International UK Ltd.),LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20210826-1005.pdf
2001,8/26/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Government of National Unity of Libya (through Mercury International UK Ltd.),LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20210826-1008.pdf
2002,8/26/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Turkey-U.S. Business Council (TAIK),TURKEY,https://efile.fara.gov/docs/6170-Informational-Materials-20210826-1006.pdf
2003,8/26/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Presidency of the Republic of Haiti (through Mercury International UK Ltd),HAITI,https://efile.fara.gov/docs/6170-Informational-Materials-20210826-1004.pdf
2004,8/26/2021,"Mercury Public Affairs, LLC",6170,Amendment, , , ,https://efile.fara.gov/docs/6170-Amendment-20210826-112.pdf
2005,8/26/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Government of National Unity of Libya (through Mercury International UK Ltd.),LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20210826-1007.pdf
2006,8/24/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Q Cyber Technologies Ltd,ISRAEL,https://efile.fara.gov/docs/6170-Informational-Materials-20210824-1003.pdf
2007,8/24/2021,"Mercury Public Affairs, LLC",6170,Short-Form,"Rynsard, Louis", , ,https://efile.fara.gov/docs/6170-Short-Form-20210824-716.pdf
2008,8/24/2021,"Mercury Public Affairs, LLC",6170,Short-Form,"Hassan, Miran", , ,https://efile.fara.gov/docs/6170-Short-Form-20210824-718.pdf
2009,8/23/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Q Cyber Technologies Ltd,ISRAEL,https://efile.fara.gov/docs/6170-Informational-Materials-20210823-1001.pdf
2010,8/23/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Q Cyber Technologies Ltd,ISRAEL,https://efile.fara.gov/docs/6170-Informational-Materials-20210823-1002.pdf
2011,8/18/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Ministry of Foreign Affairs and International Trade of Zimbabwe (through Mercury International UK Ltd.) (MFA),ZIMBABWE,https://efile.fara.gov/docs/6170-Informational-Materials-20210818-1000.pdf
2012,8/16/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Presidency of the Republic of Haiti (through Mercury International UK Ltd),HAITI,https://efile.fara.gov/docs/6170-Informational-Materials-20210816-999.pdf
2013,8/11/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Government of National Unity of Libya (through Mercury International UK Ltd.),LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20210811-998.pdf
2014,8/11/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Government of National Unity of Libya (through Mercury International UK Ltd.),LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20210811-997.pdf
2015,8/11/2021,"Mercury Public Affairs, LLC",6170,Amendment, , , ,https://efile.fara.gov/docs/6170-Amendment-20210811-111.pdf
2016,8/10/2021,"Mercury Public Affairs, LLC",6170,Short-Form,"Collier, Benjamin Britworth", , ,https://efile.fara.gov/docs/6170-Short-Form-20210810-714.pdf
2017,8/9/2021,"Mercury Public Affairs, LLC",6170,Amendment, , , ,https://efile.fara.gov/docs/6170-Amendment-20210809-110.pdf
2018,8/9/2021,"Mercury Public Affairs, LLC",6170,Short-Form,"Passe, Djenny", , ,https://efile.fara.gov/docs/6170-Short-Form-20210809-712.pdf
2019,8/2/2021,"Mercury Public Affairs, LLC",6170,Short-Form,"Baker, Zara", , ,https://efile.fara.gov/docs/6170-Short-Form-20210802-710.pdf
2020,7/29/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Q Cyber Technologies Ltd,ISRAEL,https://efile.fara.gov/docs/6170-Informational-Materials-20210729-996.pdf
2021,7/28/2021,"Mercury Public Affairs, LLC",6170,Amendment, , , ,https://efile.fara.gov/docs/6170-Amendment-20210728-108.pdf
2022,7/28/2021,"Mercury Public Affairs, LLC",6170,Amendment, , , ,https://efile.fara.gov/docs/6170-Amendment-20210728-109.pdf
2023,7/28/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Q Cyber Technologies Ltd,ISRAEL,https://efile.fara.gov/docs/6170-Informational-Materials-20210728-995.pdf
2024,7/27/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Q Cyber Technologies Ltd,ISRAEL,https://efile.fara.gov/docs/6170-Informational-Materials-20210727-993.pdf
2025,7/27/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Q Cyber Technologies Ltd,ISRAEL,https://efile.fara.gov/docs/6170-Informational-Materials-20210727-994.pdf
2026,7/24/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Q Cyber Technologies Ltd,ISRAEL,https://efile.fara.gov/docs/6170-Informational-Materials-20210724-992.pdf
2027,7/23/2021,"Mercury Public Affairs, LLC",6170,Supplemental Statement, , , ,https://efile.fara.gov/docs/6170-Supplemental-Statement-20210723-17.pdf
2028,7/23/2021,"Mercury Public Affairs, LLC",6170,Short-Form,"Moffett, Anthony", , ,https://efile.fara.gov/docs/6170-Short-Form-20210723-708.pdf
2029,7/23/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Government of National Unity of Libya (through Mercury International UK Ltd.),LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20210723-991.pdf
2030,7/23/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Ministry of Foreign Affairs and International Trade of Zimbabwe (through Mercury International UK Ltd.) (MFA),ZIMBABWE,https://efile.fara.gov/docs/6170-Informational-Materials-20210723-990.pdf
2031,7/23/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Q Cyber Technologies Ltd,ISRAEL,https://efile.fara.gov/docs/6170-Informational-Materials-20210723-989.pdf
2032,7/21/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Presidency of the Republic of Haiti (through Mercury International UK Ltd),HAITI,https://efile.fara.gov/docs/6170-Informational-Materials-20210721-987.pdf
2033,7/21/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Q Cyber Technologies Ltd,ISRAEL,https://efile.fara.gov/docs/6170-Informational-Materials-20210721-988.pdf
2034,7/21/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Q Cyber Technologies Ltd,ISRAEL,https://efile.fara.gov/docs/6170-Informational-Materials-20210721-986.pdf
2035,7/20/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Q Cyber Technologies Ltd,ISRAEL,https://efile.fara.gov/docs/6170-Informational-Materials-20210720-984.pdf
2036,7/20/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Turkey-U.S. Business Council (TAIK),TURKEY,https://efile.fara.gov/docs/6170-Informational-Materials-20210720-985.pdf
2037,7/19/2021,"Mercury Public Affairs, LLC",6170,Short-Form,"Gregory, Katie", , ,https://efile.fara.gov/docs/6170-Short-Form-20210719-706.pdf
2038,7/19/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Q Cyber Technologies Ltd,ISRAEL,https://efile.fara.gov/docs/6170-Informational-Materials-20210719-983.pdf
2039,7/19/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Q Cyber Technologies Ltd,ISRAEL,https://efile.fara.gov/docs/6170-Informational-Materials-20210719-982.pdf
2040,7/18/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Presidency of the Republic of Haiti (through Mercury International UK Ltd),HAITI,https://efile.fara.gov/docs/6170-Informational-Materials-20210718-981.pdf
2041,7/18/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Government of National Unity of Libya (through Mercury International UK Ltd.),LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20210718-978.pdf
2042,7/18/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Presidency of the Republic of Haiti (through Mercury International UK Ltd),HAITI,https://efile.fara.gov/docs/6170-Informational-Materials-20210718-980.pdf
2043,7/18/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Presidency of the Republic of Haiti (through Mercury International UK Ltd),HAITI,https://efile.fara.gov/docs/6170-Informational-Materials-20210718-979.pdf
2044,7/16/2021,"Mercury Public Affairs, LLC",6170,Short-Form,"Ogborn, William", , ,https://efile.fara.gov/docs/6170-Short-Form-20210716-704.pdf
2045,7/15/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Turkey-U.S. Business Council (TAIK),TURKEY,https://efile.fara.gov/docs/6170-Informational-Materials-20210715-976.pdf
2046,7/15/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Presidency of the Republic of Haiti (through Mercury International UK Ltd),HAITI,https://efile.fara.gov/docs/6170-Informational-Materials-20210715-974.pdf
2047,7/15/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Government of National Unity of Libya (through Mercury International UK Ltd.),LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20210715-975.pdf
2048,7/15/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"MTG of DE, LLC (through Mercury International UK Ltd.)",SAUDI ARABIA,https://efile.fara.gov/docs/6170-Informational-Materials-20210715-977.pdf
2049,7/13/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Government of National Unity of Libya (through Mercury International UK Ltd.),LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20210713-973.pdf
2050,7/12/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Presidency of the Republic of Haiti (through Mercury International UK Ltd),HAITI,https://efile.fara.gov/docs/6170-Informational-Materials-20210712-972.pdf
2051,7/9/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Presidency of the Republic of Haiti (through Mercury International UK Ltd),HAITI,https://efile.fara.gov/docs/6170-Informational-Materials-20210709-967.pdf
2052,7/9/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Presidency of the Republic of Haiti (through Mercury International UK Ltd),HAITI,https://efile.fara.gov/docs/6170-Informational-Materials-20210709-970.pdf
2053,7/9/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Presidency of the Republic of Haiti (through Mercury International UK Ltd),HAITI,https://efile.fara.gov/docs/6170-Informational-Materials-20210709-971.pdf
2054,7/9/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Presidency of the Republic of Haiti (through Mercury International UK Ltd),HAITI,https://efile.fara.gov/docs/6170-Informational-Materials-20210709-968.pdf
2055,7/9/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Government of National Unity of Libya (through Mercury International UK Ltd.),LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20210709-969.pdf
2056,7/6/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Turkey-U.S. Business Council (TAIK),TURKEY,https://efile.fara.gov/docs/6170-Informational-Materials-20210706-964.pdf
2057,7/6/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Q Cyber Technologies Ltd,ISRAEL,https://efile.fara.gov/docs/6170-Informational-Materials-20210706-966.pdf
2058,7/6/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Hikvision USA Inc.,CHINA,https://efile.fara.gov/docs/6170-Informational-Materials-20210706-965.pdf
2059,7/3/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Q Cyber Technologies Ltd,ISRAEL,https://efile.fara.gov/docs/6170-Informational-Materials-20210703-963.pdf
2060,7/2/2021,"Mercury Public Affairs, LLC",6170,Short-Form,"Collier, Benjamin Britworth", , ,https://efile.fara.gov/docs/6170-Short-Form-20210702-700.pdf
2061,7/2/2021,"Mercury Public Affairs, LLC",6170,Short-Form,"Kucik, Peter", , ,https://efile.fara.gov/docs/6170-Short-Form-20210702-702.pdf
2062,7/1/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Government of National Unity of Libya (through Mercury International UK Ltd.),LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20210701-962.pdf
2063,7/1/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Q Cyber Technologies Ltd,ISRAEL,https://efile.fara.gov/docs/6170-Informational-Materials-20210701-961.pdf
2064,6/30/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Q Cyber Technologies Ltd,ISRAEL,https://efile.fara.gov/docs/6170-Informational-Materials-20210630-960.pdf
2065,6/30/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Q Cyber Technologies Ltd,ISRAEL,https://efile.fara.gov/docs/6170-Informational-Materials-20210630-959.pdf
2066,6/24/2021,"Mercury Public Affairs, LLC",6170,Short-Form,"Moffett, Anthony", , ,https://efile.fara.gov/docs/6170-Short-Form-20210624-698.pdf
2067,6/23/2021,"Mercury Public Affairs, LLC",6170,Amendment, , , ,https://efile.fara.gov/docs/6170-Amendment-20210623-107.pdf
2068,6/23/2021,"Mercury Public Affairs, LLC",6170,Exhibit AB, ,Ministry of Foreign Affairs and International Trade of Zimbabwe (through Mercury International UK Ltd.) (MFA),ZIMBABWE,https://efile.fara.gov/docs/6170-Exhibit-AB-20210623-99.pdf
2069,6/23/2021,"Mercury Public Affairs, LLC",6170,Short-Form,"Collier, Benjamin Britworth", , ,https://efile.fara.gov/docs/6170-Short-Form-20210623-696.pdf
2070,6/22/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Presidency of the Republic of Haiti (through Mercury International UK Ltd),HAITI,https://efile.fara.gov/docs/6170-Informational-Materials-20210622-958.pdf
2071,6/18/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,En+ Group International Public Joint-Stock Company,RUSSIA,https://efile.fara.gov/docs/6170-Informational-Materials-20210618-957.pdf
2072,6/16/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,En+ Group International Public Joint-Stock Company,RUSSIA,https://efile.fara.gov/docs/6170-Informational-Materials-20210616-955.pdf
2073,6/16/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Presidency of the Republic of Haiti (through Mercury International UK Ltd),HAITI,https://efile.fara.gov/docs/6170-Informational-Materials-20210616-952.pdf
2074,6/16/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,En+ Group International Public Joint-Stock Company,RUSSIA,https://efile.fara.gov/docs/6170-Informational-Materials-20210616-956.pdf
2075,6/15/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Ministry of Justice, Republic of Kazakhstan through Latham & Watkins LLP",KAZAKHSTAN,https://efile.fara.gov/docs/6170-Informational-Materials-20210615-951.pdf
2076,6/15/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Ministry of Justice, Republic of Kazakhstan through Latham & Watkins LLP",KAZAKHSTAN,https://efile.fara.gov/docs/6170-Informational-Materials-20210615-950.pdf
2077,6/11/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,"Ministry of Justice, Republic of Kazakhstan through Latham & Watkins LLP",KAZAKHSTAN,https://efile.fara.gov/docs/6170-Informational-Materials-20210611-949.pdf
2078,6/8/2021,"Mercury Public Affairs, LLC",6170,Informational Materials, ,Turkey-U.S. Business Council (TAIK),TURKEY,https://efile.fara.gov/docs/6170-Informational-Materials-20210608-948.pdf
2079,6/3/2021,"Mercury Public Affairs, LLC",6170,Short-Form,"Smith II, Robert Leverett", , ,https://efile.fara.gov/docs/6170-Short-Form-20210603-694.pdf
2080,6/3/2021,6170,6170,Informational Materials, ,Presidency of the Republic of Haiti (through Mercury International UK Ltd),HAITI,https://efile.fara.gov/docs/6170-Informational-Materials-20210603-947.pdf
2081,6/1/2021,6170,6170,Informational Materials, ,Government of National Unity of Libya (through Mercury International UK Ltd.),LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20210601-945.pdf
2082,6/1/2021,6170,6170,Informational Materials, ,Turkey-U.S. Business Council (TAIK),TURKEY,https://efile.fara.gov/docs/6170-Informational-Materials-20210601-944.pdf
2083,6/1/2021,6170,6170,Informational Materials, ,Q Cyber Technologies Ltd,ISRAEL,https://efile.fara.gov/docs/6170-Informational-Materials-20210601-946.pdf
2084,5/24/2021,6170,6170,Informational Materials, ,Ministry of Foreign Affairs and International Trade of Zimbabwe (through Mercury International UK Ltd.) (MFA),ZIMBABWE,https://efile.fara.gov/docs/6170-Informational-Materials-20210524-940.pdf
2085,5/24/2021,6170,6170,Informational Materials, ,Ministry of Foreign Affairs and International Trade of Zimbabwe (through Mercury International UK Ltd.) (MFA),ZIMBABWE,https://efile.fara.gov/docs/6170-Informational-Materials-20210524-939.pdf
2086,5/24/2021,6170,6170,Informational Materials, ,Ministry of Foreign Affairs and International Trade of Zimbabwe (through Mercury International UK Ltd.) (MFA),ZIMBABWE,https://efile.fara.gov/docs/6170-Informational-Materials-20210524-938.pdf
2087,5/24/2021,6170,6170,Informational Materials, ,Ministry of Foreign Affairs and International Trade of Zimbabwe (through Mercury International UK Ltd.) (MFA),ZIMBABWE,https://efile.fara.gov/docs/6170-Informational-Materials-20210524-941.pdf
2088,5/24/2021,6170,6170,Informational Materials, ,Presidency of the Republic of Haiti (through Mercury International UK Ltd),HAITI,https://efile.fara.gov/docs/6170-Informational-Materials-20210524-942.pdf
2089,5/24/2021,6170,6170,Informational Materials, ,Turkey-U.S. Business Council (TAIK),TURKEY,https://efile.fara.gov/docs/6170-Informational-Materials-20210524-943.pdf
2090,5/20/2021,6170,6170,Informational Materials, ,Government of National Unity of Libya (through Mercury International UK Ltd.),LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20210520-931.pdf
2091,5/20/2021,6170,6170,Informational Materials, ,Government of National Unity of Libya (through Mercury International UK Ltd.),LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20210520-937.pdf
2092,5/20/2021,6170,6170,Informational Materials, ,Government of National Unity of Libya (through Mercury International UK Ltd.),LIBYA,https://efile.fara.gov/docs/6170-Informational-Materials-20210520-935.pdf
